,sale_day,customer_score,losses_day,Organization,Responsibility,Conduct,Resource_management,Conflict_management,Contribution,Outcome
176,296,3,-3,1,1,1,0,1,0,1
177,41,1,-5,0,0,0,1,1,0,1
178,315,3,-8,1,1,0,0,0,0,1
179,172,4,-10,1,1,0,0,0,1,1
180,240,3,-2,1,1,0,0,0,0,1
181,34,4,-2,1,1,1,1,0,1,1
182,385,5,-10,1,0,0,0,0,0,1
183,17,0,-6,0,0,1,1,1,0,1
184,61,1,-6,1,1,0,1,0,1,1
185,317,3,-8,0,0,0,1,0,1,1
186,439,5,-6,0,1,0,1,1,1,1
187,43,1,-6,0,1,0,0,1,0,1
188,34,2,-2,1,0,0,1,0,1,1
189,384,5,-10,1,0,1,1,0,1,1
190,395,4,-6,1,0,0,0,0,0,1
191,135,0,-1,1,1,0,1,1,0,1
192,164,1,-3,0,0,0,0,1,0,1
193,88,1,-8,1,1,0,0,0,1,1
194,122,4,-5,0,0,0,1,1,0,1
195,232,4,-9,0,0,1,0,0,0,1
196,258,1,-5,1,0,0,1,0,1,1
197,243,0,-2,1,0,1,0,0,0,1
198,139,3,0,1,0,0,1,1,1,1
199,423,1,-8,1,0,1,1,1,0,1
200,399,0,-7,1,1,1,0,0,0,1
201,18,5,-4,1,0,1,1,1,0,1
202,268,1,-8,0,0,1,1,1,0,1
203,477,1,-4,1,1,1,0,0,0,1
204,307,2,-1,0,0,0,0,1,1,1
205,293,1,-10,0,1,0,1,0,1,1
206,112,5,-5,0,1,0,0,0,1,1
207,440,5,-8,0,1,1,1,0,0,1
208,200,2,-7,1,0,0,0,1,0,1
209,92,3,-8,1,0,1,1,0,0,1
210,72,5,-5,0,1,0,0,1,1,1
211,157,3,-3,0,1,1,1,0,1,1
212,410,0,-6,1,1,1,0,1,1,1
213,493,4,-2,0,1,0,0,0,1,1
214,237,0,-5,1,1,1,1,1,0,1
215,276,1,-10,0,0,1,1,0,0,1
216,62,4,-4,1,0,1,0,0,1,1
217,356,4,-10,0,1,1,0,1,0,1
218,139,1,-5,1,0,0,0,0,0,1
219,312,0,-4,1,0,0,1,1,1,1
220,150,2,-1,1,0,0,0,1,1,1
221,454,0,-4,1,0,1,1,1,1,1
222,279,5,-9,1,1,1,1,1,1,1
223,493,2,-9,1,0,1,0,1,1,1
224,34,3,-9,1,1,0,1,1,0,1
225,188,1,-8,1,0,1,0,0,1,1
226,425,2,-10,0,0,0,0,1,0,1
227,492,3,-3,1,0,1,1,0,1,1
228,103,3,-4,0,1,1,0,1,1,1
229,335,0,-4,0,1,1,0,0,1,1
230,175,1,-9,1,0,1,0,1,1,1
231,418,3,-8,1,0,1,0,0,0,1
232,309,5,-9,0,1,0,0,0,1,1
233,366,4,0,1,0,1,1,1,0,1
234,367,3,-1,0,0,1,0,0,1,1
235,195,0,-9,1,1,0,1,1,0,1
236,48,1,-5,1,1,1,0,1,0,1
237,370,3,0,1,0,1,1,0,1,1
238,130,4,-2,1,1,0,0,1,1,1
239,447,3,-2,0,1,1,0,1,1,1
240,136,3,-1,1,1,0,0,0,1,1
241,76,2,0,0,0,0,0,0,1,1
242,122,5,-10,1,1,1,1,1,0,1
243,178,5,-3,1,1,0,0,0,0,1
244,409,3,-3,0,0,0,1,1,1,1
245,192,3,-8,0,1,0,0,0,0,1
246,300,5,-6,0,0,0,0,0,0,1
247,43,0,-3,1,1,1,1,0,1,1
248,319,1,-2,1,1,0,1,0,1,1
249,305,3,-4,0,1,1,1,1,0,1
250,382,3,-1,1,1,1,1,1,1,1
251,14,5,-6,0,0,0,0,1,1,1
252,126,5,-6,0,0,1,0,0,1,1
253,22,1,-5,0,0,1,0,1,1,1
254,128,2,-9,1,1,0,1,1,0,1
255,336,4,-8,1,0,1,1,1,1,1
256,64,3,-8,1,0,1,0,0,0,1
257,228,1,0,1,0,1,1,0,0,1
258,232,0,-10,0,0,0,1,0,0,1
259,405,0,-6,0,1,0,1,1,0,1
260,59,3,-9,1,1,1,1,0,1,1
261,386,4,-10,0,0,0,1,1,1,1
262,13,0,0,1,0,1,0,1,0,1
263,497,2,-6,0,0,1,0,0,0,1
264,99,2,-5,1,1,1,1,0,0,1
265,292,3,-5,1,0,1,1,0,1,1
266,412,4,0,1,0,1,1,0,1,1
267,162,3,-9,1,1,0,1,0,1,1
268,471,3,-5,0,0,1,0,0,0,1
269,440,5,-1,0,1,0,0,0,0,1
270,412,1,-5,1,0,1,0,1,0,1
271,240,4,-7,1,0,1,1,1,1,1
272,202,2,-3,0,0,1,1,0,1,1
273,371,5,-3,0,0,1,1,1,1,1
274,53,5,-9,0,1,0,0,0,1,1
275,60,1,-9,1,0,1,0,0,1,1
276,465,3,-8,1,1,1,0,0,1,1
277,132,3,-10,0,1,0,1,0,0,1
278,289,2,-7,1,0,1,0,1,1,1
279,356,2,-8,1,0,1,1,1,0,1
280,193,0,-1,1,0,1,1,0,0,1
281,296,2,-5,0,1,1,0,1,1,1
282,247,4,0,0,0,0,0,1,0,1
283,94,2,-5,0,0,1,0,0,0,1
284,381,3,-1,0,0,1,1,0,1,1
285,392,4,-9,0,0,1,0,0,0,1
286,477,0,-2,1,1,1,0,0,1,1
287,370,5,-10,0,1,1,1,1,1,1
288,259,0,0,1,1,1,1,0,0,1
289,195,1,-3,0,1,1,0,1,1,1
290,454,4,-2,1,0,0,1,1,1,1
291,422,3,-7,1,0,0,0,1,0,1
292,257,5,-5,1,0,0,1,1,0,1
293,301,3,-7,0,0,1,0,0,1,1
294,352,5,-1,1,0,0,0,0,0,1
295,425,4,-7,0,0,1,1,0,0,1
296,415,2,-3,0,1,1,0,0,0,1
297,179,5,-6,1,1,1,0,0,0,1
298,16,0,-1,1,1,0,1,0,0,1
299,147,1,-4,0,1,1,1,1,1,1
300,328,4,-2,0,1,0,0,1,0,1
301,499,2,-5,0,1,1,0,0,0,1
302,63,5,-8,0,0,0,0,0,1,1
303,163,1,-10,1,0,1,1,0,1,1
304,34,3,-5,0,1,1,0,1,1,1
305,21,5,-10,1,1,1,1,0,0,1
306,330,5,-6,0,1,1,0,1,0,1
307,349,3,-9,0,1,1,1,0,1,1
308,210,1,-6,1,1,0,1,0,0,1
309,399,0,-10,0,0,0,1,1,1,1
310,210,0,-6,0,1,0,1,1,0,1
311,400,5,0,0,0,1,0,1,0,1
312,428,1,-1,0,1,1,1,1,1,1
313,303,0,-3,0,0,1,1,0,1,1
314,260,1,-5,1,1,0,1,1,0,1
315,279,4,-5,0,1,0,1,1,1,1
316,129,2,-1,1,1,1,1,0,1,1
317,218,1,-9,0,1,0,1,1,1,1
318,85,2,-7,1,0,1,1,0,0,1
319,196,4,-7,1,1,1,0,1,0,1
320,258,2,-3,0,1,1,0,1,1,1
321,316,2,-10,1,1,0,1,0,1,1
322,14,2,-3,0,0,1,1,1,1,1
323,442,4,-8,1,0,1,0,0,0,1
324,263,1,-5,1,0,1,1,1,1,1
325,427,5,-2,1,1,1,1,0,0,1
326,381,1,-1,0,0,1,0,0,1,1
327,172,3,-6,1,0,1,1,0,0,1
328,483,5,-1,1,0,0,1,0,1,1
329,166,3,-9,1,1,0,1,0,0,1
330,42,0,-7,0,0,0,0,1,0,1
331,298,4,-1,0,1,1,0,1,0,1
332,483,5,-3,0,1,1,1,1,1,1
333,404,5,-9,1,1,1,1,0,0,1
334,44,4,-6,1,0,0,0,0,0,1
335,251,2,-4,0,1,1,0,1,1,1
336,433,2,-5,0,0,0,0,1,1,1
337,120,5,-9,1,1,0,0,0,0,1
338,141,4,-1,1,0,1,1,1,0,1
339,131,3,-3,0,1,0,0,1,1,1
340,323,0,-9,1,1,0,1,1,0,1
341,213,0,-10,1,1,1,1,1,1,1
342,218,3,0,0,0,0,1,0,1,1
343,445,3,0,1,0,1,0,1,0,1
344,238,4,-2,1,1,1,1,1,0,1
345,333,0,-6,1,0,1,1,0,1,1
346,14,0,-7,1,0,1,0,1,1,1
347,61,3,-7,0,1,0,0,1,0,1
348,468,4,-7,0,0,0,1,0,1,1
349,89,5,-9,1,1,0,1,0,0,1
350,441,0,-9,0,0,0,0,0,1,1
351,11,3,-10,0,1,1,1,1,1,1
352,409,2,-9,1,0,1,1,0,1,1
353,230,0,-2,1,0,1,0,0,0,1
354,469,5,-6,1,0,1,0,0,1,1
355,157,2,0,0,0,0,0,0,1,1
356,335,4,-2,0,0,0,1,0,0,1
357,259,3,-2,1,0,1,1,1,0,1
358,205,3,-1,0,1,0,0,1,1,1
359,92,0,-8,1,0,1,0,0,0,1
360,160,0,-7,0,0,0,0,1,1,1
361,498,5,-3,0,0,0,0,0,0,1
362,338,0,-1,1,1,1,0,1,0,1
363,250,1,-5,1,0,0,0,0,0,1
364,247,4,-4,0,0,1,0,0,1,1
365,40,2,-8,0,0,1,0,0,1,1
366,40,1,-3,1,0,1,0,1,0,1
367,384,4,-1,1,0,1,1,0,0,1
368,142,4,-10,0,1,1,0,0,1,1
369,418,4,-5,1,0,1,1,0,0,1
370,270,5,-1,0,0,0,1,1,0,1
371,21,3,-9,1,1,0,1,1,1,1
372,138,5,-8,1,0,1,1,1,1,1
373,300,0,-5,1,0,1,0,0,1,1
374,413,3,-9,0,0,0,1,1,0,1
375,332,0,-2,1,1,0,0,0,0,1
376,120,2,-3,0,0,0,0,0,1,1
377,425,2,0,1,1,1,1,0,1,1
378,470,2,-2,1,1,1,0,0,0,1
379,479,4,-6,1,0,1,0,0,0,1
380,416,3,0,0,0,0,0,1,0,1
381,95,5,-8,0,1,1,1,0,1,1
382,113,3,-7,1,0,0,0,0,0,1
383,131,1,-2,1,1,1,0,0,1,1
384,124,5,-5,0,0,1,1,0,1,1
385,88,0,-8,0,0,1,1,1,0,1
386,192,1,-7,1,0,0,0,0,0,1
387,4,0,-1,1,0,1,0,0,1,1
388,115,0,-3,1,1,1,1,1,1,1
389,294,2,-1,0,0,0,0,0,0,1
390,158,3,0,1,0,0,0,1,0,1
391,94,1,-7,1,0,1,0,0,1,1
392,496,2,-10,0,1,0,0,1,1,1
393,366,3,-6,1,0,1,0,0,1,1
394,262,4,-8,0,0,1,1,1,1,1
395,407,1,-7,1,1,0,1,0,0,1
396,419,2,-7,0,0,1,1,1,1,1
397,207,5,-7,1,0,0,1,1,1,1
398,252,0,-9,0,0,0,1,0,1,1
399,387,2,-2,1,1,1,0,1,0,1
400,340,4,-10,0,0,0,1,0,0,1
401,189,1,-4,0,1,0,0,0,1,1
402,44,4,-8,1,1,0,1,1,0,1
403,263,5,0,1,1,0,1,1,1,1
404,305,4,-7,0,0,1,0,1,1,1
405,137,2,-9,0,0,1,1,1,1,1
406,330,5,-3,0,0,1,0,0,1,1
407,21,5,0,0,0,1,1,0,1,1
408,39,4,-2,1,1,1,0,1,1,1
409,45,0,-10,1,1,1,1,0,1,1
410,155,0,-5,1,1,0,0,1,1,1
411,310,1,-1,0,1,0,0,0,0,1
412,137,1,-1,0,1,1,1,1,1,1
413,11,4,-5,1,1,0,1,1,0,1
414,420,2,-3,1,1,1,0,1,0,1
415,463,2,-2,1,0,0,1,1,1,1
416,39,1,-9,0,0,0,0,1,0,1
417,219,5,-9,1,0,0,1,1,0,1
418,193,1,-10,1,0,0,0,1,0,1
419,132,1,-9,1,1,0,1,0,0,1
420,416,3,0,1,0,1,1,1,0,1
421,69,0,-8,0,0,0,0,1,1,1
422,41,3,-6,1,0,1,1,0,1,1
423,411,5,-8,1,1,1,1,0,0,1
424,160,3,-6,1,0,0,1,1,1,1
425,262,2,-10,1,1,1,0,0,1,1
426,482,5,-9,0,1,1,1,1,1,1
427,116,4,0,1,0,0,0,1,0,1
428,271,4,-8,1,0,0,1,0,0,1
429,447,0,-5,1,1,1,1,0,1,1
430,415,0,-8,0,0,1,0,0,1,1
431,88,4,-2,0,0,0,0,0,1,1
432,368,1,-6,0,1,1,1,0,1,1
433,158,2,-9,1,1,1,1,0,1,1
434,254,2,-8,1,0,1,0,0,0,1
435,171,5,-2,1,0,1,0,1,0,1
436,64,3,-2,0,1,1,1,0,0,1
437,475,3,0,1,0,0,1,0,0,1
438,494,1,0,0,1,0,1,0,1,1
439,13,2,-1,0,0,1,1,0,1,1
440,427,2,-3,0,1,0,1,0,1,1
441,372,3,-4,0,0,0,1,0,1,1
442,249,4,-3,0,1,1,0,1,1,1
443,383,0,-2,0,1,1,0,0,0,1
444,341,2,-1,1,1,1,0,0,0,1
445,384,5,-1,1,0,1,1,1,1,1
446,412,0,-4,1,0,0,0,0,0,1
447,131,1,-4,1,0,0,0,0,0,1
448,207,5,-10,1,0,0,1,1,0,1
449,34,5,-7,1,0,1,1,1,1,1
450,453,1,-8,1,1,0,1,1,1,1
451,60,2,-1,1,1,0,1,0,0,1
452,176,1,-2,0,1,1,1,0,1,1
453,237,5,-7,1,1,0,1,0,0,1
454,231,3,-1,1,1,1,1,1,0,1
455,254,0,-6,0,1,1,1,0,0,1
456,76,1,-1,0,0,0,1,0,1,1
457,55,0,-9,1,1,0,0,0,1,1
458,278,0,-4,0,0,0,0,0,1,1
459,308,4,-6,1,1,1,1,1,1,1
460,255,3,-3,0,1,0,1,1,0,1
461,217,1,-1,1,1,0,0,1,0,1
462,448,3,-6,0,1,1,1,1,0,1
463,398,1,-5,0,1,0,1,0,0,1
464,372,0,-1,1,0,0,0,1,0,1
465,250,2,-8,0,0,1,1,0,1,1
466,113,2,-3,1,1,1,1,0,1,1
467,131,0,-6,1,1,1,0,1,1,1
468,420,1,-7,1,0,0,1,1,0,1
469,31,5,-8,0,0,1,1,1,0,1
470,461,4,-5,0,1,1,0,1,0,1
471,239,5,-8,0,1,1,1,1,1,1
472,298,4,-6,1,0,1,1,0,1,1
473,420,0,-9,0,1,1,0,0,0,1
474,137,4,-2,0,1,1,1,0,1,1
475,285,5,-3,0,1,0,0,0,0,1
476,212,3,-6,1,1,1,0,1,1,1
477,140,0,-9,0,1,0,0,1,1,1
478,333,2,-3,0,1,1,0,1,0,1
479,373,5,-6,0,1,0,1,1,0,1
480,276,5,0,0,0,1,0,1,1,1
481,167,0,-8,0,0,0,0,1,1,1
482,254,1,-5,1,0,1,1,0,1,1
483,412,4,-7,1,1,1,0,1,1,1
484,253,4,-8,1,0,0,1,1,1,1
485,478,0,-7,0,1,0,1,0,0,1
486,405,1,-5,1,0,0,0,1,1,1
487,474,3,-5,0,0,0,1,0,0,1
488,128,2,-6,0,0,1,0,0,0,1
489,407,2,-3,0,0,1,1,0,1,1
490,281,1,-2,1,1,1,0,0,0,1
491,161,3,-10,1,0,1,0,1,1,1
492,469,5,-10,0,1,0,0,0,1,1
493,212,3,-1,0,0,1,0,0,0,1
494,341,1,-3,1,0,1,1,1,0,1
495,124,4,0,1,0,1,1,1,0,1
496,395,0,-5,1,0,0,0,1,0,1
497,409,2,-4,1,0,1,1,1,0,1
498,457,5,-2,0,1,0,0,0,0,1
499,134,5,-3,1,1,1,1,0,0,1
500,428,1,-2,0,0,0,1,0,1,1
501,272,3,0,0,0,1,0,0,0,1
502,118,2,-3,1,0,0,1,1,1,1
503,292,4,-1,1,1,0,0,1,0,1
504,182,3,-9,1,0,0,1,1,0,1
505,48,3,-5,0,0,0,1,1,1,1
506,117,5,-10,0,0,1,1,0,0,1
507,414,4,-5,1,0,1,1,1,1,1
508,82,4,0,0,1,0,0,1,0,1
509,63,3,-5,0,0,1,1,0,1,1
510,338,1,-6,1,0,0,0,0,0,1
511,35,4,-6,1,1,0,1,1,0,1
512,437,4,-7,0,0,0,0,0,0,1
513,182,2,-7,0,1,1,0,0,0,1
514,382,2,-7,1,1,1,0,0,1,1
515,335,2,-5,1,1,1,0,0,0,1
516,1,1,-4,0,1,1,1,0,0,1
517,342,0,-6,1,0,1,1,1,0,1
518,386,5,-1,0,1,0,1,0,1,1
519,337,2,-9,1,1,0,1,1,1,1
520,374,1,-10,0,1,1,1,0,1,1
521,336,0,-5,0,0,1,0,0,1,1
522,224,4,-3,0,0,1,0,0,0,1
523,85,1,-9,1,1,0,1,0,0,1
524,437,2,-9,1,1,1,1,0,1,1
525,314,1,-6,1,1,1,0,1,1,1
526,485,0,-10,1,0,0,0,0,0,1
527,264,3,-3,1,1,1,1,0,0,1
528,492,1,-8,1,1,0,0,1,0,1
529,100,4,-6,1,1,0,1,0,1,1
530,484,2,-7,1,0,1,0,0,0,1
531,432,5,-8,0,1,0,0,1,0,1
532,48,1,-4,1,1,0,0,1,1,1
533,193,5,-8,0,1,1,0,1,0,1
534,41,2,0,0,1,1,0,1,0,1
535,237,1,-5,1,0,1,1,1,0,1
536,93,4,-10,0,0,0,0,0,1,1
537,405,5,-9,0,1,0,1,0,1,1
538,27,0,-8,1,0,1,1,1,0,1
539,196,2,-2,0,1,0,0,1,0,1
540,389,4,-3,1,1,0,1,0,0,1
541,219,5,-5,0,0,1,0,0,0,1
542,390,2,-2,1,0,1,1,1,1,1
543,223,1,0,1,1,0,1,0,1,1
544,482,0,-5,0,0,1,1,0,1,1
545,421,4,-4,1,1,1,1,0,0,1
546,490,4,-3,1,1,1,0,0,0,1
547,32,1,-8,1,0,0,0,1,0,1
548,273,0,-7,1,0,1,0,1,1,1
549,304,0,0,1,0,0,1,1,1,1
550,459,3,-8,1,1,1,0,0,0,1
551,50,1,-10,0,0,0,1,0,1,1
552,281,0,-9,0,0,1,0,0,1,1
553,292,5,-8,1,0,1,0,1,0,1
554,447,4,-8,1,0,1,0,1,0,1
555,418,0,-4,0,0,0,1,1,0,1
556,354,4,-5,0,0,1,1,0,1,1
557,144,2,-2,0,1,0,1,1,0,1
558,209,4,-7,1,0,0,0,1,0,1
559,201,1,-8,0,1,1,1,0,1,1
560,256,1,-6,1,1,1,0,1,1,1
561,405,2,-7,0,0,1,0,1,1,1
562,279,5,-7,0,0,0,0,0,1,1
563,290,1,-2,0,1,1,1,0,1,1
564,401,3,-7,0,0,0,0,0,1,1
565,357,0,-4,0,0,1,1,1,1,1
566,317,4,-5,1,0,0,0,0,1,1
567,374,1,-10,0,1,0,1,0,1,1
568,88,4,-10,0,1,0,1,0,0,1
569,405,3,-2,0,0,1,0,1,0,1
570,398,5,-10,0,0,1,1,1,0,1
571,377,3,-4,0,1,0,0,0,1,1
572,295,3,-2,1,1,0,0,0,1,1
573,310,5,-6,0,0,0,1,1,1,1
574,201,0,-5,1,1,1,1,1,0,1
575,118,1,0,1,0,1,1,1,1,1
576,391,1,-8,1,0,0,1,0,1,1
577,64,3,0,0,0,0,1,0,0,1
578,386,3,-9,0,0,0,1,0,1,1
579,63,1,0,1,0,0,1,1,0,1
580,163,2,-5,1,1,1,1,0,1,1
581,46,5,-8,1,1,0,0,1,1,1
582,75,0,-8,1,1,0,1,0,0,1
583,400,4,-4,1,0,1,1,0,0,1
584,53,5,-9,0,0,0,1,1,1,1
585,421,1,-1,0,0,0,0,1,0,1
586,353,1,-5,1,1,1,0,0,0,1
587,423,0,-8,1,1,1,1,0,0,1
588,78,0,-9,0,0,1,1,1,1,1
589,182,3,-4,1,1,1,1,0,1,1
590,403,4,-2,1,1,1,0,1,0,1
591,399,5,-7,1,0,1,1,0,0,1
592,449,0,-3,1,0,1,0,1,1,1
593,449,1,-7,0,1,1,0,0,0,1
594,402,5,-8,1,0,1,1,1,0,1
595,193,0,-4,0,0,1,0,0,1,1
596,191,1,-3,0,0,1,1,0,0,1
597,210,0,-3,0,0,0,1,1,1,1
598,429,1,-7,0,0,0,1,0,1,1
599,348,4,-9,0,0,1,0,1,0,1
600,269,1,-9,1,0,0,0,1,0,1
601,361,5,-4,0,1,0,1,0,1,1
602,33,2,-5,0,1,0,0,0,0,1
603,377,4,-8,1,0,1,1,1,0,1
604,374,5,0,1,0,1,1,0,1,1
605,176,5,-2,0,1,0,0,0,0,1
606,414,1,-5,0,0,1,0,0,0,1
607,410,5,-2,0,0,1,0,1,0,1
608,433,3,-6,0,1,1,0,0,0,1
609,166,1,-4,0,0,0,0,0,0,1
610,185,5,-8,0,0,0,0,1,1,1
611,206,2,-3,0,0,0,0,1,0,1
612,234,4,-8,0,0,0,0,0,0,1
613,475,0,-8,0,0,1,1,0,0,1
614,229,2,0,0,1,1,0,0,0,1
615,161,4,0,1,1,1,0,0,1,1
616,41,1,-6,0,0,1,1,0,0,1
617,88,3,-8,0,1,1,1,0,1,1
618,496,2,-4,0,1,0,0,1,1,1
619,4,0,0,0,1,0,0,0,0,1
620,445,0,-1,0,1,0,0,1,0,1
621,383,1,-10,1,0,1,1,1,0,1
622,466,1,-3,0,1,1,1,1,0,1
623,496,5,-1,1,0,0,0,1,0,1
624,53,4,-4,0,0,0,1,1,0,1
625,449,0,-8,1,1,0,0,1,0,1
626,340,1,0,1,0,1,1,1,0,1
627,63,1,-2,0,1,1,0,0,0,1
628,251,2,-1,1,1,0,0,1,1,1
629,101,3,-7,1,1,1,0,1,1,1
630,392,3,-4,0,1,0,0,1,1,1
631,139,5,-2,0,0,1,0,1,0,1
632,62,3,-7,1,1,1,1,1,1,1
633,301,2,-6,0,0,0,1,1,0,1
634,101,0,-3,1,1,0,0,0,0,1
635,436,2,-4,0,0,1,1,1,0,1
636,372,2,-8,1,0,1,1,0,1,1
637,221,5,-2,1,1,1,0,0,1,1
638,164,4,-10,0,0,0,1,0,0,1
639,229,4,-7,0,0,1,1,0,0,1
640,91,5,-5,1,1,0,1,1,1,1
641,367,3,-6,0,0,0,0,1,0,1
642,384,1,-9,0,0,0,0,1,0,1
643,33,0,-7,1,0,1,1,1,0,1
644,388,2,-10,0,1,0,0,0,1,1
645,77,1,-9,0,1,0,0,0,0,1
646,346,5,-3,1,1,1,1,0,0,1
647,312,1,0,0,0,0,1,0,0,1
648,466,3,-1,0,1,1,1,0,0,1
649,453,4,0,0,0,1,0,1,0,1
650,220,0,-5,1,1,1,0,0,0,1
651,24,4,-5,1,0,0,0,1,0,1
652,478,1,-1,1,0,1,1,1,1,1
653,340,0,-7,0,0,1,0,0,0,1
654,236,5,-10,1,0,0,1,1,1,1
655,133,4,-3,0,1,0,0,1,1,1
656,401,3,-6,0,0,1,1,0,0,1
657,226,0,-5,0,1,0,1,1,1,1
658,52,2,-10,0,0,0,0,0,0,1
659,131,2,0,0,1,1,1,1,0,1
660,384,4,-3,0,1,1,1,0,1,1
661,111,2,-2,0,0,1,1,1,0,1
662,10,3,-5,1,1,0,0,1,0,1
663,204,0,-9,0,1,0,1,0,1,1
664,367,5,-7,1,0,1,0,1,1,1
665,24,3,-2,1,0,1,1,0,0,1
666,49,1,-8,0,1,0,1,1,1,1
667,495,0,-4,1,1,0,1,1,0,1
668,326,2,-5,0,0,1,0,1,0,1
669,266,3,-10,0,0,0,0,0,0,1
670,315,2,-3,0,1,1,1,0,0,1
671,351,0,-3,1,1,1,1,0,0,1
672,149,3,-10,0,1,1,0,1,0,1
673,423,2,0,1,0,0,1,1,0,1
674,86,3,-9,1,0,1,1,0,1,1
675,363,3,-7,0,1,1,1,1,1,1
676,320,4,-10,1,0,0,1,0,0,1
677,39,3,0,0,0,1,0,1,0,1
678,395,4,-1,0,0,0,1,1,0,1
679,72,1,-10,0,0,0,1,0,0,1
680,179,2,-7,0,1,0,0,0,0,1
681,393,4,-2,1,0,0,1,1,1,1
682,166,5,-6,1,1,1,0,1,0,1
683,97,3,-7,1,0,0,0,1,1,1
684,93,2,-2,1,0,0,0,1,0,1
685,431,2,-8,0,1,0,0,0,1,1
686,39,5,-2,0,0,0,1,1,1,1
687,465,0,-1,1,0,1,1,1,1,1
688,434,5,0,0,0,1,1,0,0,1
689,363,3,-4,0,0,0,1,0,1,1
690,212,0,-2,0,0,1,1,0,0,1
691,362,3,-9,1,0,0,1,1,0,1
692,137,1,-5,0,0,0,1,0,0,1
693,289,0,-2,1,1,0,0,0,0,1
694,375,5,-2,1,0,0,0,1,0,1
695,237,4,-9,0,0,0,1,0,0,1
696,390,2,-7,0,0,1,1,0,0,1
697,373,1,-4,0,1,1,0,0,1,1
698,452,5,-9,0,1,0,1,0,0,1
699,120,2,-4,0,0,0,0,1,1,1
700,41,1,-5,0,0,1,0,0,0,1
701,56,5,-9,1,1,1,0,1,1,1
702,18,4,-1,1,0,1,1,1,1,1
703,381,5,-6,0,1,0,0,1,1,1
704,113,4,-2,1,1,1,0,0,0,1
705,246,0,0,0,0,0,1,1,1,1
706,3,3,0,0,0,0,1,1,0,1
707,494,1,-2,1,0,1,1,1,1,1
708,40,4,0,0,0,1,1,0,1,1
709,293,1,-9,0,0,1,1,1,0,1
710,355,3,-3,1,0,1,1,0,0,1
711,314,2,-5,0,1,0,1,0,1,1
712,438,4,-5,0,1,1,1,1,1,1
713,116,2,-9,1,1,1,0,1,1,1
714,327,1,-3,1,0,1,0,0,1,1
715,471,4,-6,1,0,1,0,1,1,1
716,176,4,-4,0,0,1,0,0,0,1
717,319,3,-3,1,1,0,1,1,0,1
718,438,2,0,0,1,1,1,1,1,1
719,138,3,-8,1,0,0,0,1,1,1
720,301,2,0,1,0,0,0,1,1,1
721,80,0,-10,0,1,1,1,1,0,1
722,257,4,-9,1,1,1,1,0,1,1
723,133,2,0,1,1,0,1,1,1,1
724,1,3,-2,1,0,0,1,1,0,1
725,382,4,-5,0,1,1,1,0,0,1
726,469,1,-9,0,0,1,0,0,1,1
727,203,3,-2,0,1,1,1,1,1,1
728,292,0,0,1,0,1,1,0,0,1
729,391,3,-3,1,1,1,1,0,1,1
730,311,3,-5,1,1,1,0,1,0,1
731,403,4,-1,1,0,1,0,1,0,1
732,227,4,-8,1,1,0,1,0,0,1
733,253,1,-4,0,1,1,0,1,0,1
734,20,4,0,1,0,1,1,0,1,1
735,137,5,-9,0,0,0,0,1,0,1
736,283,5,-3,1,0,1,0,0,0,1
737,451,5,-1,0,1,0,1,1,1,1
738,158,5,-2,0,1,1,0,0,1,1
739,406,5,-10,1,0,0,1,0,1,1
740,232,1,-10,0,0,1,1,0,1,1
741,309,0,-1,1,1,1,0,1,1,1
742,361,1,-1,1,0,0,1,0,1,1
743,95,1,-9,0,0,1,0,1,1,1
744,198,4,-5,1,0,0,0,0,1,1
745,326,3,-9,0,0,1,0,0,1,1
746,341,4,-9,0,1,1,0,1,0,1
747,142,0,-1,1,1,0,0,1,1,1
748,481,2,-4,1,1,1,0,0,1,1
749,326,5,-4,0,0,1,0,1,0,1
750,478,4,-8,1,1,1,0,0,0,1
751,297,1,-5,0,1,0,1,0,0,1
752,147,1,-2,0,1,0,0,1,0,1
753,314,0,-1,1,0,0,0,1,0,1
754,41,5,-6,0,0,1,1,0,0,1
755,31,5,-7,0,0,1,0,0,0,1
756,125,1,-1,0,1,0,0,0,1,1
757,240,3,-8,1,0,0,0,0,0,1
758,302,0,-1,0,0,1,1,0,0,1
759,62,4,-4,0,0,1,1,0,0,1
760,297,0,-7,0,0,0,1,1,0,1
761,497,2,-5,1,1,1,1,1,1,1
762,28,3,-4,1,1,1,0,1,1,1
763,17,0,-4,0,1,0,0,0,1,1
764,95,5,-10,1,1,1,1,1,0,1
765,341,3,-3,1,1,1,1,1,0,1
766,342,1,-7,1,0,1,1,0,0,1
767,67,5,0,1,1,0,0,1,0,1
768,158,5,-10,1,0,1,1,1,1,1
769,399,0,-5,1,1,0,1,0,0,1
770,73,5,-4,1,0,1,0,0,1,1
771,103,5,-10,0,0,1,0,0,1,1
772,440,3,-8,1,0,0,0,0,0,1
773,311,0,-7,0,1,0,1,0,0,1
774,454,3,-10,1,1,1,0,1,1,1
775,38,3,-2,1,1,0,1,0,1,1
776,219,3,-6,1,1,1,1,0,1,1
777,35,1,-5,1,1,1,0,1,0,1
778,393,5,0,1,0,0,0,1,1,1
779,497,5,-9,1,1,0,1,0,1,1
780,469,3,-9,0,1,0,1,1,0,1
781,31,5,-9,0,1,0,1,0,1,1
782,490,4,-8,1,1,0,1,1,0,1
783,373,5,-10,1,1,1,0,0,1,1
